-170.712111,-106.284835,686.239478,3.0267114701217204,-0.05636743181356444,-1.6210555856812612
-211.776404,-59.467373,668.890076,-3.1375262621648976,-0.0014076778308911113,-1.8129071828827958
-329.140167,-26.136872,628.194841,-3.032946012996297,-0.005143171058628889,-1.8132568072325912
-380.995942,-11.437508,575.814298,-2.81639284112582,-0.01230436157716,-1.8150101475159435
-364.965727,108.264361,552.582936,-2.642217571767816,-0.017689539985742225,-2.1363840749218435
-433.529995,187.568658,450.014778,-2.3935246858688832,-0.024604045672004447,-2.2007530558211466
-448.508665,160.744837,428.555925,-2.278563288299673,-0.027228601943213335,-2.137352767546761
-504.200423,72.337922,437.437307,-2.5351646448769234,-0.020829806135533334,-1.9134155266160755
-441.969836,-51.298053,518.993623,-2.6947647048067345,-0.016128238276711112,-1.68611536788672
-424.221273,-65.128747,543.895463,-2.7942454859604315,-0.013073109286379999,-1.6577656711709046
-324.387131,-97.789799,577.571432,-2.6797624133178632,-0.01648573406129889,-1.5939193814670722
-291.741727,-118.290273,594.137687,-2.732497256514632,-0.014824669333925556,-1.5283704183872089
-307.405667,-166.680857,616.794411,-3.0126813793695035,-0.0055189404401733335,-1.3749316149579336
-361.875691,-141.993826,571.733079,-2.824424549500519,-0.011856859164582222,-1.4646949266010634
-325.419173,-201.72538,574.518141,-2.8081684309516954,0.21179716719321334,-1.1446792842090654
-291.99395,-236.715008,566.071542,-2.7080383873273326,0.24229960533159445,-0.9710668486186433
-206.280715,-195.118097,624.83667,-2.8724768489269876,0.26260562071424665,-1.0119547461208123
-54.184696,-235.329091,634.793609,-2.8579705974563643,0.2613091727146878,-0.4769632556896289
-127.411099,-345.499971,559.860029,-2.62829045543971,0.2302524878284978,-0.4207952102864111
-23.6215,-138.868679,689.479446,3.0516842340452115,0.3296637350659811,-0.7717489075373645
65.618771,-58.03402,696.128528,2.81019526432417,0.3213801931378078,-1.2065378708215857
-80.278951,-126.361156,688.915803,3.0566478456334583,0.3293794558422656,-1.1273557397612233
-407.230322,64.945979,557.820274,-2.8220290153298504,0.06585710095404668,-1.9313924699648413
-455.041857,-15.996474,512.453814,-2.698737545355402,0.1820074866026033,-1.6157885660610232
-402.02147,-107.999166,561.453805,-2.8454885439110904,0.19781411306353555,-1.4355947383196925
-495.701591,-8.670118,436.733213,-2.438264839123757,-0.07483636601678223,-1.8205829662692066
-452.136134,-138.235347,506.451027,-2.741497832047171,0.11761443761332556,-1.39981103867462
-58.085379,-81.621445,707.085789,2.9291607961950024,0.41758392669056776,-1.4638773445802056
-164.000808,-114.070695,676.026087,-3.1358571340165176,0.27159387422247666,-1.3738345010088446
-342.938775,-143.317051,589.274489,-2.844839909758943,0.25063953884693774,-1.2983403727680833
-421.613804,-191.068286,487.934205,-2.4880042610428865,0.32327331683856775,-1.021853904403412
-463.819984,-70.304215,481.658115,-2.5688825204946966,0.04829565067992333,-1.5768254001718292
-368.653854,-77.874843,592.694022,-2.91078717442061,0.06975679475501112,-1.5969251176404144
-245.406492,-120.623793,619.817587,-2.8103233191292043,0.05989121660664667,-1.4583252777913944
-472.649997,-195.088331,450.658504,-2.520192041438122,0.3434331783521511,-1.0418838785162778
-418.937136,-17.972268,521.022701,-2.55092276863877,0.20032674137172332,-1.5646653773213466
212.88744,-124.213455,646.828404,2.4815675392312078,0.22874646069593443,-1.8697944784584912
108.652382,-139.187285,665.378798,2.7621745204500385,-0.024137292278105557,-1.690623151841999
54.9976,-97.132025,674.598482,2.9224016248095177,0.27693716472972557,-1.77802470143491
53.489904,-165.143403,678.610874,2.642653834260202,0.06223603151011778,-2.141158859341538
